Id,Mode,RewardMode,Type,Grade,ItemId,ItemSubId,ItemTag,Count,Chance,AlternativeReward,English
ev_main_2026_06_sp_goal_shot,Main,Main,SpellBook,0,0,0,,200,20.0,,
ev_main_2026_06_sp_goal_shot,Main,0,Gem,0,0,0,,100,15.0,,
ev_main_2026_06_sp_goal_shot,Main,0,MagicClock,0,0,0,,5,10.0,,
ev_main_2026_06_sp_goal_shot,Main,Main,Gacha,0,0,0,item_mystic,1,5.0,,
ev_main_2026_06_sp_goal_shot,Main,Main,Gacha,0,0,0,item_legend,1,10.0,,
ev_main_2026_06_sp_goal_shot,Main,Main,Gacha,0,0,0,item_epic,1,15.0,,
ev_main_2026_06_sp_dribble_master_gold,Main,0,PrismKey,0,0,0,,1,2.0,,
ev_main_2026_06_sp_dribble_master_gold,Main,0,Gem,0,0,0,,100,20.0,,
ev_main_2026_06_sp_dribble_master_gold,Main,Main,SpellBook,0,0,0,,100,20.0,,
ev_main_2026_06_sp_dribble_master_gold,Main,0,Blessing,0,0,0,,1,12.0,,
ev_main_2026_06_sp_dribble_master_gold,Main,Main,CardTicket,0,1,0,,1,12.0,,
ev_main_2026_06_sp_dribble_master_gold,Main,0,MagicClock,0,0,0,,3,12.0,,
ev_main_2026_06_sp_dribble_master_gold,Main,0,ExStar,0,0,0,,1,5.0,,
ev_main_2026_06_sp_dribble_master_gold,Main,0,RuinStone,0,0,0,,1,1.0,,
ev_main_2026_06_sp_dribble_master_gold,Main,0,DStar,0,0,0,,1,1.0,,
ev_main_2026_06_sp_dribble_master_gold,Main,Main,Gacha,0,0,0,item_mystic,1,5.0,,
ev_main_2026_06_sp_dribble_master_gold,Main,Main,Gacha,0,0,0,item_legend,1,10.0,,
ev_main_2026_07_ruins_exploration_gold,Main,0,Gem,0,0,0,,300,20.0,,
ev_main_2026_07_ruins_exploration_gold,Main,Main,SpellBook,0,0,0,,500,20.0,,
ev_main_2026_07_ruins_exploration_gold,Main,Main,Gacha,0,0,0,item_legend,1,20.0,,
ev_main_2026_07_ruins_exploration_gold,Main,0,ExStar,0,0,0,,1,20.0,,
ev_main_2026_07_ruins_exploration_gold,Main,0,MagicClock,0,1,0,,1,6.0,,
ev_main_2026_07_ruins_exploration_gold,Main,0,Map,0,1,0,,1,6.0,,
ev_main_2026_07_ruins_exploration_gold,Main,Main,CardTicket,0,4,0,,1,8.0,,
ev_main_2026_07_scale_greed,Main,0,Gem,0,0,0,,100,15.0,,
ev_main_2026_07_scale_greed,Main,Main,SpellBook,0,0,0,,150,15.0,,
ev_main_2026_07_scale_greed,Main,0,Blessing,0,0,0,,1,15.0,,
ev_main_2026_07_scale_greed,Main,Main,CardTicket,0,1,0,,1,10.0,,
ev_main_2026_07_scale_greed,Main,0,MagicClock,0,0,0,,5,10.0,,
ev_main_2026_07_scale_greed,Main,Main,Gacha,0,0,0,item_epic,1,15.0,,
ev_main_2026_07_scale_greed,Main,Main,CardTicket,0,4,0,,1,2.0,,
ev_main_2026_07_scale_greed,Main,0,ExStar,0,0,0,,1,2.0,,
ev_main_2026_07_scale_greed,Main,0,MagicClock,0,1,0,,1,1.0,,
ev_main_2026_07_scale_greed,Main,0,BoosterPoint,0,0,0,,150,15.0,,
ev_mining_2025_04_lv_1,0,0,0,0,0,0,,0,0,,
ev_main_2025_04_sp_number,Main,Main,CardTicket,0,2,0,,1,5.0,,
ev_main_2025_04_sp_number,Main,Main,CardTicket,0,4,0,,1,10.0,,
ev_main_2025_04_sp_number,Main,Main,CardTicket,0,1,0,,3,15.0,,
ev_main_2025_04_sp_number,Main,0,Gem,0,0,0,,300,20.0,,
ev_main_2025_04_sp_number,Main,Main,SpellBook,0,0,0,,500,20.0,,
ev_main_2025_04_sp_number,Main,Main,Gacha,0,0,0,item_legend,1,5.0,,
ev_main_2025_04_sp_number,Main,Main,Gacha,0,0,0,item_epic,1,10.0,,
ev_main_2025_04_sp_number,Main,Main,Gacha,0,0,0,item_heroic,1,15.0,,
